id,edad,genero,experiencia_anios,nivel,educacion,ubicacion,remoto,lenguaje_principal,framework_principal,bd_principal,conocimientos,horas_semanales,salario_actual,satisfaccion_laboral,busca_trabajo,fecha_encuesta
1,47,Femenino,24,Principal,Grado Superior,Remoto (España),Sí,Java,Ruby on Rails,Cassandra,"C++, React, Java, Google Cloud, Cassandra, TypeScript, Ruby on Rails, FastAPI",40.0,100700.0,8,No,18/05/2025
6,24,Femenino,2,Semisenior,Doctorado,Valencia,No,C++,PyTorch,Cassandra,"C++, Symfony, Flutter, InfluxDB, AWS, Confluence, Java, Jenkins, Google Cloud, Docker, ASP.NET, Laravel, Cassandra, Go, PyTorch",40.0,29900.0,7,No,18/05/2025
2,29,Femenino,7,Senior,Doctorado,Remoto (España),Sí,Dart,Next.js,Snowflake,"Dart, Express.js, Vue.js, Prometheus, Next.js, Ruby, Grafana, TypeScript, Ruby on Rails, Snowflake, Angular",40.0,51100.0,7,Sí,18/05/2025
6,29,Masculino,7,Senior,Bootcamp,Sevilla,No,Rust,Flutter,SQL Server,"Flutter, Symfony, SQL Server, SQLite, InfluxDB, Jira, DynamoDB, SonarQube, Confluence, Postman, Django, Rust, Google Cloud, Git, Kotlin",42.5,51800.0,4,Sí,18/05/2025
2,58,Femenino,0,Junior,Grado Universitario,Alicante,No,TypeScript,ASP.NET,BigQuery,"Kubernetes, TensorFlow, Next.js, PostgreSQL, Ruby, Couchbase, Jenkins, BigQuery, ASP.NET, TypeScript, C#",37.5,24600.0,5,No,18/05/2025
4,44,Femenino,7,Senior,Máster,Murcia,No,TypeScript,Vue.js,PostgreSQL,"Confluence, Symfony, Oracle, SonarQube, Vue.js, Next.js, PostgreSQL, Grafana, Jenkins, BigQuery, TypeScript, Firebase",40.0,45700.0,6,Sí,18/05/2025
6,24,Masculino,2,Semisenior,Doctorado,Híbrido (Barcelona),Sí,Scala,ASP.NET,InfluxDB,"Confluence, Kubernetes, AWS, InfluxDB, Scala, Grafana, Rust, ELK Stack, Docker, ASP.NET",45.0,34200.0,9,No,18/05/2025
6,32,Femenino,10,Lead,Máster,Remoto (Europa),Sí,PHP,Ruby on Rails,Snowflake,"Symfony, PHP, Postman, Git, Go, Ruby on Rails, Snowflake, Prometheus",40.0,64500.0,5,Sí,18/05/2025
4,50,Femenino,3,Semisenior,Grado Superior,Sevilla,No,PHP,Django,DynamoDB,"C++, Kubernetes, PHP, Vue.js, DynamoDB, PostgreSQL, Ansible, Django, Couchbase, GitHub Actions, Go, Ruby on Rails, PyTorch, FastAPI",42.5,31600.0,5,No,18/05/2025
5,40,Masculino,18,Principal,Grado Universitario,Remoto (Europa),Sí,TypeScript,ASP.NET,InfluxDB,"Flutter, PHP, InfluxDB, Prometheus, Jenkins, Azure, Docker, Google Cloud, ASP.NET, Kotlin, TypeScript, JavaScript, PyTorch, Angular, Ruby on Rails",40.0,111400.0,10,No,18/05/2025
4,30,Masculino,8,Lead,Grado Universitario,Híbrido (Barcelona),Sí,PHP,TensorFlow,DynamoDB,"Confluence, PHP, Firebase, TensorFlow, DynamoDB, Flask, SonarQube, Google Cloud, Docker, BigQuery, Snowflake, PyTorch, Angular",40.0,65900.0,7,No,18/05/2025
3,52,Masculino,15,Principal,Grado Universitario,Málaga,No,JavaScript,Pandas,Firebase,"Pandas, Vue.js, Snowflake, Java, C#, Django, Azure, ELK Stack, Docker, Kotlin, JavaScript, Express.js, Firebase",40.0,81500.0,7,Sí,18/05/2025
6,63,Masculino,16,Principal,Autodidacta,Remoto (Europa),Sí,C++,Express.js,Neo4j,"C++, Firebase, Postman, SonarQube, Neo4j, Snowflake, PostgreSQL, Rust, Docker, Express.js, C#, Prometheus",37.5,88100.0,8,Sí,18/05/2025
3,40,Masculino,14,Staff,Bootcamp,Híbrido (Madrid),Sí,Dart,TensorFlow,SQL Server,"SQL Server, Dart, TensorFlow, DynamoDB, Grafana, Google Cloud, Docker, Laravel, ASP.NET",37.5,86900.0,8,No,18/05/2025
2,50,Femenino,13,Staff,Grado Universitario,Bilbao,No,Ruby,ASP.NET,SQL Server,"SQL Server, Postman, Ruby, Swift, ASP.NET, Terraform",40.0,90800.0,9,Sí,18/05/2025
3,56,Masculino,23,Principal,Doctorado,Bilbao,No,Ruby,Ruby on Rails,PostgreSQL,"Kubernetes, Firebase, InfluxDB, TensorFlow, PostgreSQL, Ruby, Ansible, Git, Redis, ASP.NET, Ruby on Rails, C#, JavaScript",42.5,98700.0,9,No,18/05/2025
1,55,Masculino,22,Principal,Grado Universitario,Zaragoza,No,Scala,Flask,Firebase,"SQL Server, Firebase, Vue.js, Flask, Scala, Django, GitHub Actions, Laravel, Go, C#, FastAPI",40.0,99900.0,6,No,18/05/2025
1,24,Femenino,2,Semisenior,Máster,Bilbao,No,C++,FastAPI,Firebase,"C++, Kubernetes, Java, Ruby, Spring Boot, Django, Ruby on Rails, Firebase, FastAPI",40.0,31700.0,6,No,18/05/2025
6,31,Femenino,9,Lead,Grado Superior,Híbrido (Barcelona),Sí,C#,Laravel,MongoDB,"Flutter, Confluence, Dart, AWS, Scala, GitHub Actions, MongoDB, Swift, Google Cloud, Jenkins, Docker, Laravel, TypeScript, C#",45.0,57700.0,6,No,18/05/2025
2,30,Masculino,8,Lead,Bootcamp,Alicante,No,C#,Flask,MySQL,"Symfony, Prometheus, Flask, Ruby, Jenkins, MySQL, Ruby on Rails, R, Elasticsearch, C#, Angular",55.0,55800.0,7,No,18/05/2025
2,61,Femenino,12,Staff,Máster,Remoto (Europa),Sí,Dart,Express.js,PostgreSQL,"C++, Dart, Postman, SonarQube, PostgreSQL, ASP.NET, Express.js, Python",40.0,91700.0,6,Sí,18/05/2025
5,55,Masculino,20,Principal,Autodidacta,Remoto (España),Sí,Java,FastAPI,PostgreSQL,"Symfony, InfluxDB, AWS, Vue.js, SonarQube, PostgreSQL, Java, Spring Boot, Jenkins, Swift, C#, FastAPI, Prometheus",55.0,99200.0,6,Sí,18/05/2025
2,52,Masculino,4,Senior,Bootcamp,Híbrido (Madrid),Sí,Scala,Laravel,BigQuery,"SQL Server, Flask, Ruby, Scala, Django, Redis, BigQuery, Laravel, TypeScript, Python, C#",37.5,45500.0,7,Sí,18/05/2025
2,22,Masculino,0,Junior,Grado Superior,Híbrido (Barcelona),Sí,Dart,Express.js,MariaDB,"Symfony, Dart, MariaDB, ELK Stack, Redis, Azure, Express.js",40.0,23600.0,8,No,18/05/2025
3,43,Masculino,14,Staff,Grado Universitario,Zaragoza,No,Dart,Angular,Couchbase,"Kubernetes, PHP, Dart, Vue.js, InfluxDB, AWS, Couchbase, MongoDB, Docker, Laravel, Ruby on Rails, Angular",42.5,75200.0,8,No,18/05/2025
4,28,Femenino,6,Senior,Grado Universitario,Málaga,No,Rust,Next.js,Cassandra,"Confluence, SonarQube, Next.js, Ansible, Rust, Cassandra",60.0,45000.0,6,No,18/05/2025
3,40,Masculino,1,Junior,Autodidacta,Remoto (España),Sí,Java,Spring Boot,BigQuery,"C++, Vue.js, Java, Spring Boot, Ruby, GitHub Actions, MariaDB, BigQuery, ASP.NET, Azure, Snowflake",40.0,20700.0,6,No,18/05/2025
5,65,Femenino,16,Principal,Grado Universitario,Híbrido (Barcelona),Sí,Scala,Spring Boot,DynamoDB,"React, InfluxDB, DynamoDB, Spring Boot, Scala, Ansible, MongoDB, Azure, ELK Stack, Docker, Cassandra, Ruby on Rails, Express.js, Prometheus",40.0,97300.0,9,No,18/05/2025
6,61,Masculino,21,Principal,Máster,Las Palmas,No,R,Pandas,Snowflake,"C++, React, Pandas, TensorFlow, Postman, Ansible, GitHub Actions, ELK Stack, Git, Google Cloud, Laravel, R, Snowflake, C#",40.0,108300.0,9,No,18/05/2025
6,48,Masculino,3,Semisenior,Grado Superior,Remoto (Europa),Sí,Dart,Spring Boot,Cassandra,"Jira, Dart, AWS, TensorFlow, Spring Boot, Ansible, Grafana, Jenkins, Docker, ASP.NET, Cassandra, Ruby on Rails, Elasticsearch, PyTorch, Angular",40.0,30700.0,4,Sí,18/05/2025
1,24,Femenino,1,Junior,Autodidacta,Remoto,Sí,Java,FastAPI,PostgreSQL,"PHP, React, PostgreSQL, Java, ASP.NET, FastAPI",50.0,21000.0,7,No,18/05/2025
3,36,Masculino,14,Staff,Grado Universitario,Barcelona,No,R,Flutter,Redis,"Flutter, Kubernetes, Vue.js, Flask, GitHub Actions, Redis, Kotlin, Go, R, Terraform, PyTorch, Angular",45.0,79100.0,8,No,18/05/2025
3,41,Masculino,3,Semisenior,Autodidacta,Alicante,No,PHP,Spring Boot,Cassandra,"Confluence, SQL Server, PHP, TensorFlow, Java, Spring Boot, Google Cloud, Docker, Cassandra",40.0,33800.0,8,No,18/05/2025
5,45,No binario,11,Lead,Autodidacta,Zaragoza,No,Rust,React,BigQuery,"SQL Server, React, TensorFlow, Snowflake, Ruby, Spring Boot, Grafana, Rust, Couchbase, Swift, Jenkins, BigQuery, ASP.NET, Azure, Python, PyTorch",40.0,69800.0,5,Sí,18/05/2025
2,31,Masculino,8,Lead,Bootcamp,Remoto (Europa),Sí,Ruby,React,Elasticsearch,"React, Ruby, C#, Django, Kotlin, R, Python, Elasticsearch, PyTorch",37.5,65900.0,8,Sí,18/05/2025
3,53,No binario,17,Principal,Grado Universitario,Remoto (Europa),Sí,Swift,Ruby on Rails,Cassandra,"Spring Boot, Ansible, Swift, BigQuery, ASP.NET, Kotlin, Cassandra, Ruby on Rails, Terraform, Prometheus, JavaScript",37.5,91300.0,8,Sí,18/05/2025
5,29,Masculino,6,Senior,Grado Universitario,Bilbao,No,C#,PyTorch,SQL Server,"SQL Server, Spring Boot, Angular, Grafana, GitHub Actions, Swift, Google Cloud, Docker, JavaScript, Express.js, C#, FastAPI, PyTorch, Ruby on Rails",40.0,49800.0,6,No,18/05/2025
5,50,Masculino,5,Senior,Bootcamp,Barcelona,No,Scala,Angular,MongoDB,"Flutter, Confluence, React, DynamoDB, Flask, Next.js, Java, Scala, Grafana, GitHub Actions, MongoDB, Swift, Angular",37.5,48400.0,8,Sí,18/05/2025
2,57,Femenino,24,Principal,Grado Superior,Remoto,Sí,Go,ASP.NET,MongoDB,"Symfony, Postman, Vue.js, Next.js, Ruby, Ansible, Django, Couchbase, MongoDB, ASP.NET, Go, Snowflake, FastAPI",40.0,99200.0,6,Sí,18/05/2025
1,39,Masculino,17,Principal,Grado Universitario,Híbrido (Madrid),Sí,TypeScript,ASP.NET,BigQuery,"SQLite, Postman, Rust, BigQuery, ASP.NET, TypeScript, Firebase",40.0,106300.0,9,No,18/05/2025
6,33,Masculino,11,Lead,Autodidacta,Remoto (Europa),Sí,C#,FastAPI,Redis,"Postman, Vue.js, Ansible, Django, Rust, Jenkins, Swift, Google Cloud, Redis, ASP.NET, Cassandra, Express.js, C#, FastAPI",40.0,70000.0,5,No,18/05/2025
5,57,Masculino,9,Lead,Máster,Remoto,Sí,Java,Express.js,Firebase,"SQLite, Java, Ansible, Django, Grafana, Git, Docker, R, Express.js, Firebase",40.0,55200.0,7,Sí,18/05/2025
1,44,Masculino,6,Senior,Grado Superior,Barcelona,No,C++,PyTorch,SQLite,"C++, SQLite, PyTorch, FastAPI",45.0,52600.0,7,No,18/05/2025
3,37,Femenino,8,Lead,Bootcamp,Sevilla,No,TypeScript,Ruby on Rails,SQL Server,"SQL Server, InfluxDB, Neo4j, Ruby, ASP.NET, TypeScript, Ruby on Rails, Snowflake, FastAPI",40.0,71000.0,7,No,18/05/2025
2,23,Masculino,1,Junior,Grado Superior,Madrid,No,Kotlin,PyTorch,MongoDB,"SQLite, Next.js, Ansible, MongoDB, MariaDB, Docker, ASP.NET, Kotlin, Ruby on Rails, PyTorch",40.0,20600.0,6,Sí,18/05/2025
1,45,Prefiero no decirlo,5,Senior,Grado Superior,Híbrido (Madrid),Sí,Java,React,InfluxDB,"React, InfluxDB, Neo4j, Java, Azure, Firebase",40.0,45400.0,8,Sí,18/05/2025
2,26,Masculino,4,Senior,Grado Universitario,Valencia,No,Java,PyTorch,BigQuery,"Java, Spring Boot, MongoDB, Google Cloud, Redis, BigQuery, ASP.NET, Kotlin, Cassandra, Azure, R, Python, PyTorch, Angular",42.5,42100.0,7,No,18/05/2025
6,63,Masculino,9,Lead,Máster,Las Palmas,No,Kotlin,Flutter,Neo4j,"Flutter, Express.js, SonarQube, TensorFlow, Neo4j, Snowflake, Grafana, Swift, Git, Redis, Kotlin, TypeScript, Ruby on Rails, Python, Terraform, FastAPI, Angular",45.0,67900.0,6,Sí,18/05/2025
2,33,Masculino,0,Junior,Grado Universitario,Bilbao,No,Python,Angular,MariaDB,"PHP, Express.js, Postman, Spring Boot, MariaDB, Google Cloud, Go, Python, Angular",35.0,24100.0,1,Sí,18/05/2025
1,39,Masculino,7,Senior,Bootcamp,Zaragoza,No,Ruby,Express.js,MariaDB,"C++, Dart, Ruby, Scala, Couchbase, MariaDB, Express.js, FastAPI",35.0,55800.0,8,No,18/05/2025
2,64,Femenino,21,Principal,Grado Universitario,Remoto,Sí,Scala,Next.js,DynamoDB,"Flutter, Kubernetes, React, DynamoDB, Next.js, Scala, Jenkins, Ruby on Rails, Snowflake, FastAPI",40.0,108600.0,7,Sí,18/05/2025
2,42,Masculino,7,Senior,Bootcamp,Remoto (Europa),Sí,R,Laravel,Cassandra,"InfluxDB, TensorFlow, Spring Boot, MongoDB, Laravel, Cassandra, R",35.0,48300.0,4,Sí,18/05/2025
3,44,Femenino,21,Principal,Grado Superior,Remoto (Europa),Sí,Java,Spring Boot,Elasticsearch,"SQLite, Firebase, Pandas, PostgreSQL, Java, Spring Boot, Elasticsearch, Angular",40.0,93800.0,7,No,18/05/2025
4,43,Masculino,21,Principal,Grado Superior,Alicante,No,Go,Flutter,Firebase,"Flutter, SQLite, SonarQube, Vue.js, Ansible, GitHub Actions, MariaDB, Go, Azure, Firebase",45.0,101700.0,10,No,18/05/2025
6,51,Masculino,19,Principal,Grado Universitario,Zaragoza,No,Dart,Pandas,Firebase,"Flutter, Dart, Pandas, React, Postman, Java, Scala, Django, Couchbase, ELK Stack, Firebase, FastAPI, Prometheus",40.0,100000.0,8,No,18/05/2025
3,62,Masculino,5,Senior,Grado Superior,Sevilla,No,PHP,Next.js,MongoDB,"Oracle, PHP, Next.js, MongoDB, Cassandra",40.0,41700.0,6,No,18/05/2025
3,53,Masculino,3,Semisenior,Bootcamp,Híbrido (Barcelona),Sí,PHP,Ruby on Rails,Elasticsearch,"PHP, Postman, SonarQube, Next.js, Scala, Rust, Jenkins, Laravel, Ruby on Rails, Python, Elasticsearch, FastAPI",42.5,31300.0,7,Sí,18/05/2025
5,53,No binario,16,Principal,Grado Superior,Madrid,No,PHP,Laravel,Oracle,"Kubernetes, Oracle, PHP, AWS, Snowflake, Ansible, Grafana, Swift, Laravel, Go, TypeScript, Express.js, Terraform, C#, FastAPI",60.0,91700.0,5,Sí,18/05/2025
1,57,Masculino,7,Senior,Autodidacta,Valencia,No,Scala,Flutter,Snowflake,"Flutter, C++, SQL Server, Dart, TensorFlow, Java, Scala, Ansible, MongoDB, MariaDB, TypeScript, Ruby on Rails, Snowflake",40.0,53000.0,6,Sí,18/05/2025
1,56,Masculino,14,Staff,Grado Universitario,Remoto (Europa),Sí,Python,Ruby on Rails,Firebase,"C++, Symfony, Git, Redis, Laravel, Ruby on Rails, Python, Firebase, FastAPI, PyTorch",35.0,82500.0,6,Sí,18/05/2025
6,58,Femenino,23,Principal,Grado Superior,Valencia,No,Java,Symfony,Elasticsearch,"Symfony, Oracle, Postman, AWS, Java, MariaDB, Git, Google Cloud, Azure, Cassandra, TypeScript, Ruby on Rails, Elasticsearch",45.0,109700.0,8,No,18/05/2025
4,29,Femenino,7,Senior,Máster,Remoto (Europa),Sí,C++,Symfony,Snowflake,"C++, Symfony, SQL Server, Oracle, Kubernetes, Vue.js, Confluence, Ruby, GitHub Actions, Go, Azure, R, Snowflake, Elasticsearch, FastAPI",40.0,43500.0,7,Sí,18/05/2025
5,37,Masculino,10,Lead,Bootcamp,Zaragoza,No,C++,Flask,PostgreSQL,"C++, Jira, Kubernetes, Flask, PostgreSQL, Ruby, Rust, ASP.NET, Go, TypeScript, Firebase, Prometheus",40.0,62900.0,9,No,18/05/2025
2,56,Masculino,0,Junior,Grado Universitario,Remoto (Europa),Sí,Go,Next.js,SQL Server,"SQL Server, Oracle, Vue.js, Next.js, Spring Boot, Grafana, Rust, Docker, Go, R, C#",42.5,20300.0,4,Sí,18/05/2025
1,33,Masculino,11,Lead,Grado Superior,Híbrido (Barcelona),Sí,Rust,React,Firebase,"Jira, PHP, React, Pandas, TensorFlow, Java, Scala, Rust, Laravel, Ruby on Rails, Firebase",40.0,73200.0,7,Sí,18/05/2025
3,39,Femenino,17,Principal,Doctorado,Murcia,No,Python,Laravel,Cassandra,"Jira, Symfony, React, SonarQube, Flask, GitHub Actions, Laravel, Cassandra, Python, Angular",40.0,105300.0,10,No,18/05/2025
1,44,Masculino,5,Senior,Grado Superior,Híbrido (Barcelona),Sí,Java,Vue.js,Snowflake,"PHP, Postman, Vue.js, Neo4j, Java, Snowflake, Angular",40.0,51700.0,7,No,18/05/2025
5,46,Masculino,17,Principal,Grado Superior,Remoto,Sí,Ruby,Ruby on Rails,Neo4j,"SQLite, Neo4j, Ruby, GitHub Actions, ELK Stack, Git, Ruby on Rails, Express.js, Terraform, Prometheus",42.5,109200.0,6,No,18/05/2025
3,61,Femenino,15,Principal,Grado Universitario,Híbrido (Madrid),Sí,JavaScript,Angular,Oracle,"Kubernetes, PHP, Oracle, DynamoDB, Ruby, Ansible, Git, BigQuery, Go, JavaScript, Angular",40.0,82800.0,8,No,18/05/2025
3,25,Masculino,3,Semisenior,Grado Superior,Valencia,No,Python,ASP.NET,MySQL,"C++, Vue.js, Snowflake, Flask, Neo4j, Java, Django, Rust, MySQL, MariaDB, ASP.NET, Python, PyTorch",40.0,33300.0,6,Sí,18/05/2025
6,24,Masculino,2,Semisenior,Doctorado,Remoto (España),Sí,Ruby,TensorFlow,MariaDB,"Confluence, Jira, Kubernetes, Postman, TensorFlow, Ruby, Java, Django, Jenkins, MariaDB, JavaScript",37.5,36900.0,5,No,18/05/2025
3,44,Femenino,16,Principal,Grado Universitario,Madrid,No,Swift,Express.js,SQLite,"SQLite, DynamoDB, Java, Scala, MongoDB, Swift, Redis, Go, Express.js",37.5,93500.0,8,No,18/05/2025
3,28,Masculino,5,Senior,Bootcamp,Zaragoza,No,R,Ruby on Rails,SQL Server,"C++, SQL Server, Kubernetes, Ansible, Rust, Swift, MySQL, Redis, Git, Kotlin, Ruby on Rails, R",45.0,49500.0,8,No,18/05/2025
1,47,Masculino,12,Staff,Grado Universitario,Alicante,No,Python,Flutter,Oracle,"Flutter, Oracle, Snowflake, Rust, Couchbase, Docker, Go, R, Python, PyTorch",42.5,70600.0,8,No,18/05/2025
3,43,Femenino,10,Lead,Grado Universitario,Híbrido (Madrid),Sí,Dart,Laravel,Cassandra,"Dart, Django, Grafana, Jenkins, Git, Laravel, Cassandra",50.0,62700.0,6,No,18/05/2025
6,25,Masculino,3,Semisenior,Bootcamp,Alicante,No,Java,Vue.js,Snowflake,"Jira, SQLite, Kubernetes, Vue.js, Java, Google Cloud, ELK Stack, Docker, Azure, Snowflake, Elasticsearch",42.5,33500.0,5,Sí,18/05/2025
3,54,Femenino,15,Principal,Máster,Murcia,No,PHP,Ruby on Rails,SQL Server,"C++, SQL Server, PHP, Pandas, TensorFlow, Neo4j, AWS, PostgreSQL, Ansible, Django, Google Cloud, Laravel, Ruby on Rails",50.0,86300.0,10,No,18/05/2025
4,33,Masculino,8,Lead,Grado Universitario,Híbrido (Madrid),Sí,TypeScript,ASP.NET,SQLite,"Jira, SQLite, Oracle, SonarQube, TensorFlow, Neo4j, Google Cloud, ASP.NET, TypeScript, Terraform",40.0,64600.0,7,No,18/05/2025
2,65,Masculino,2,Semisenior,Grado Superior,Barcelona,No,Go,Symfony,Redis,"Symfony, AWS, Postman, Ruby, Scala, Rust, Couchbase, Redis, Go",40.0,37900.0,6,Sí,18/05/2025
2,53,Masculino,16,Principal,Grado Superior,Barcelona,No,Scala,Pandas,Snowflake,"SQLite, Pandas, SonarQube, Flask, Scala, Google Cloud, Ruby on Rails, Snowflake",40.0,103600.0,10,No,18/05/2025
2,32,Masculino,7,Senior,Grado Universitario,Remoto (España),Sí,PHP,Flask,Snowflake,"PHP, Flask, Jenkins, Docker, TypeScript, Snowflake, Python, C#, Angular",45.0,54300.0,7,No,18/05/2025
2,23,Masculino,1,Junior,Grado Universitario,Las Palmas,No,PHP,ASP.NET,MariaDB,"Symfony, PHP, SonarQube, Postman, Scala, Couchbase, MariaDB, Swift, MySQL, ASP.NET, TypeScript, R",42.5,20300.0,6,Sí,18/05/2025
3,42,No binario,13,Staff,Doctorado,Barcelona,No,Swift,TensorFlow,Oracle,"Jira, Kubernetes, Oracle, TensorFlow, Java, Ruby, Spring Boot, MongoDB, Swift, Redis, Go, C#",37.5,83500.0,5,Sí,18/05/2025
2,31,Masculino,9,Lead,Grado Universitario,Remoto (Europa),Sí,Go,ASP.NET,Redis,"PHP, TensorFlow, Flask, GitHub Actions, Git, Redis, ASP.NET, Go, FastAPI",45.0,72300.0,7,No,18/05/2025
1,35,Masculino,13,Staff,Autodidacta,Murcia,No,Java,Django,MariaDB,"Symfony, PHP, Java, Spring Boot, Django, Couchbase, Grafana, MariaDB, R, C#, FastAPI",40.0,91000.0,7,Sí,18/05/2025
2,40,Femenino,18,Principal,Autodidacta,Bilbao,No,Go,PyTorch,MongoDB,"Pandas, Spring Boot, MongoDB, Google Cloud, Go, TypeScript, Ruby on Rails, PyTorch, FastAPI",40.0,105400.0,7,No,18/05/2025
6,52,Masculino,15,Principal,Grado Universitario,Málaga,No,Rust,FastAPI,InfluxDB,"Confluence, Kubernetes, InfluxDB, Pandas, Vue.js, Postman, Flask, GitHub Actions, Rust, Google Cloud, Laravel, Kotlin, Azure, FastAPI, Angular",40.0,106000.0,6,Sí,18/05/2025
3,46,Femenino,23,Principal,Máster,Híbrido (Madrid),Sí,Go,Vue.js,MySQL,"Postman, Vue.js, Ruby, MySQL, Go, Ruby on Rails, Prometheus",40.0,100800.0,8,No,18/05/2025
2,58,Masculino,16,Principal,Bootcamp,Barcelona,No,Scala,Angular,MariaDB,"TensorFlow, Next.js, Java, Scala, Rust, MariaDB, BigQuery, Kotlin, Cassandra, PyTorch, Angular",40.0,93300.0,7,Sí,18/05/2025
3,46,Femenino,11,Lead,Grado Superior,Barcelona,No,C++,Next.js,MongoDB,"C++, SQL Server, Oracle, Pandas, TensorFlow, Neo4j, Next.js, Spring Boot, MongoDB, Laravel",40.0,71700.0,5,No,18/05/2025
4,24,Masculino,2,Semisenior,Bootcamp,Valencia,No,JavaScript,Symfony,PostgreSQL,"Symfony, AWS, Vue.js, Next.js, PostgreSQL, GitHub Actions, Git, Docker, Laravel, JavaScript",40.0,35500.0,6,Sí,18/05/2025
2,27,Masculino,5,Senior,Máster,Murcia,No,Python,Angular,Firebase,"SQL Server, Ansible, Google Cloud, Kotlin, Python, Elasticsearch, Firebase, Angular",45.0,45600.0,8,No,18/05/2025
4,30,Masculino,5,Senior,Doctorado,Remoto (España),Sí,Scala,Express.js,MySQL,"Vue.js, Next.js, Scala, MySQL, Express.js, Python, PyTorch, Angular",40.0,43900.0,8,No,18/05/2025
5,60,Masculino,11,Lead,Grado Superior,Remoto,Sí,R,Next.js,SQL Server,"Jira, SQL Server, Dart, SonarQube, Postman, Next.js, Jenkins, Git, JavaScript, R, Python",40.0,61600.0,8,No,18/05/2025
3,47,Femenino,17,Principal,Grado Superior,Las Palmas,No,Python,ASP.NET,MongoDB,"C++, Symfony, SonarQube, Flask, Ansible, Rust, MongoDB, Jenkins, Redis, BigQuery, ASP.NET, Laravel, Python, C#",42.5,107400.0,9,No,18/05/2025
4,42,Masculino,3,Semisenior,Grado Superior,Remoto,Sí,Go,Ruby on Rails,MariaDB,"Flutter, Neo4j, Ansible, Django, Jenkins, MariaDB, ELK Stack, BigQuery, ASP.NET, Go, Ruby on Rails, Terraform, Angular",40.0,31900.0,4,Sí,18/05/2025
1,28,Masculino,6,Senior,Grado Universitario,Las Palmas,No,Dart,Flask,MySQL,"Dart, Pandas, Flask, Java, Django, Swift, MySQL, ELK Stack, FastAPI",55.0,51600.0,7,No,18/05/2025
2,54,Masculino,22,Principal,Máster,Murcia,No,Java,Pandas,SQLite,"SQLite, Express.js, Pandas, React, PostgreSQL, Java, Jenkins, ELK Stack, Kotlin, Go, Python",35.0,115400.0,6,Sí,18/05/2025
3,63,Masculino,3,Semisenior,Grado Universitario,Madrid,No,R,Flask,Redis,"C++, Flutter, Dart, React, AWS, Flask, Scala, Spring Boot, GitHub Actions, Grafana, Redis, Ruby on Rails, R",35.0,36400.0,5,Sí,18/05/2025
5,46,Femenino,17,Principal,Máster,Barcelona,No,Rust,Flutter,DynamoDB,"Flutter, PHP, Pandas, DynamoDB, Flask, Grafana, Rust, MongoDB, MariaDB, Git, Laravel, Python, Terraform",40.0,101900.0,8,No,18/05/2025
